Color name,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730
dark skin,0.0547457766666667,0.0583267983333333,0.0611637616666667,0.0623847683333333,0.0623107516666667,0.0620700283333333,0.061828535,0.0615857183333333,0.06154141,0.061623115,0.0620275783333334,0.06296422,0.0651808066666667,0.07027146,0.0763958783333333,0.07949067,0.08127583,0.084289565,0.090583705,0.102901741666667,0.119051333333333,0.134264575,0.14319795,0.146879425,0.150775,0.158095925,0.168191016666667,0.178904266666667,0.187551316666667,0.189635966666667,0.185772508333333,0.181493358333333,0.181605033333333,0.1872111,0.196053516666667,0.2094927
light skin,0.117132943333333,0.1434542,0.174529058333333,0.190934808333333,0.195602125,0.198997966666667,0.204234933333333,0.2131849,0.228423316666667,0.251273266666667,0.28004685,0.308781091666667,0.329451591666667,0.33336445,0.3145966,0.286279,0.273488983333333,0.27645675,0.277202933333333,0.289297458333333,0.3393763,0.420216066666667,0.487789466666667,0.525108191666667,0.545737266666667,0.56155975,0.577883083333333,0.594971208333334,0.61179725,0.624746975,0.638101391666667,0.655958216666667,0.67821565,0.699580983333334,0.717088725,0.733824266666667
blue sky,0.130362525,0.17707405,0.251009908333333,0.306245083333333,0.3239155,0.32993155,0.332829108333333,0.330974933333333,0.323423941666667,0.31133905,0.298225983333333,0.2853306,0.269427575,0.250374325,0.231442816666667,0.214255891666667,0.199422391666667,0.184511641666667,0.1693843,0.157287925,0.149108033333333,0.1448233,0.141858233333333,0.140570733333333,0.14067465,0.141093258333333,0.142568158333333,0.146539591666667,0.151837608333333,0.153514741666667,0.15008935,0.143952491666667,0.1363947,0.132351445,0.134957441666667,0.146733543333333
foliage,0.05123929,0.05423401,0.055990265,0.057038865,0.0578622183333334,0.05895043,0.060300085,0.06131405,0.06227655,0.06324507,0.064783435,0.0673775633333333,0.0753128033333333,0.101198508333333,0.145360741666667,0.178264216666667,0.183944091666667,0.170111058333333,0.1493809,0.132744133333333,0.121861058333333,0.115173108333333,0.109481366666667,0.105358991666667,0.104342146666667,0.105989208333333,0.10890635,0.111894381666667,0.114062225,0.113953016666667,0.112398033333333,0.112153183333333,0.114819,0.119765425,0.124594758333333,0.13030455
blue flower,0.144234675,0.198269133333333,0.294433875,0.375437525,0.408373483333333,0.420949483333333,0.426182216666667,0.426086616666667,0.419323025,0.403434991666667,0.379273691666667,0.346359033333333,0.31112165,0.281235125,0.253876016666667,0.228889825,0.214204641666667,0.208354775,0.201622333333333,0.1943963,0.192566675,0.200181491666667,0.214409883333333,0.229517941666667,0.240576608333333,0.253960966666667,0.278511241666667,0.313220966666667,0.347791558333333,0.365870725,0.365791275,0.359424125,0.35799325,0.36492685,0.377225933333333,0.397826266666667
bluish green,0.136268951111111,0.17945812,0.246892070175439,0.29681899122807,0.3202815,0.337084447368421,0.355498210526316,0.381186245614035,0.419126289473684,0.465958912280702,0.51047998245614,0.545806570175438,0.567192429824561,0.574264710526316,0.569083429824561,0.550683912280702,0.523505535087719,0.488433535087719,0.445211087719298,0.399872798245614,0.350432087719298,0.2993885,0.252434087719298,0.22096198245614,0.204314096491228,0.195792535087719,0.190877070175439,0.188229114035088,0.190719640350877,0.199422122807018,0.211585885964912,0.22310147368421,0.231639412280702,0.233317053333333,0.229412777777778,0.229353288888889
orange,0.0538079933333333,0.0536885366666667,0.05325825,0.0536971683333333,0.0540195483333333,0.0545183983333333,0.0549468566666667,0.0551572033333333,0.055676085,0.0566382366666667,0.0583974066666667,0.0612159983333333,0.0682175933333333,0.0894193933333333,0.124614485,0.153503033333333,0.173793466666667,0.199442866666667,0.248270333333333,0.335423341666667,0.443993725,0.538473241666667,0.586673383333333,0.594839,0.590589133333333,0.586617158333333,0.584174325,0.583858,0.589747241666667,0.602511466666667,0.620390258333333,0.638796866666667,0.654809916666667,0.662546091666667,0.662548433333333,0.666814958333333
purplish blue,0.122364925,0.164482383333333,0.2285043,0.286079308333333,0.327304633333333,0.361082675,0.387566683333333,0.399634216666667,0.391569075,0.362427691666667,0.316118366666667,0.260243641666667,0.208581441666667,0.1683088,0.137684341666667,0.1165596,0.104249366666667,0.09636521,0.0897962733333333,0.08550744,0.0837233566666667,0.083963895,0.0843150616666667,0.08411075,0.0838607016666666,0.08517012,0.089766905,0.0978482833333333,0.109123783333333,0.123464208333333,0.142692391666667,0.169304916666667,0.204651725,0.243952941666667,0.2871873,0.332485116666667
moderate red,0.0960049483333333,0.114662333333333,0.130582433333333,0.135081783333333,0.133448091666667,0.131591775,0.13021055,0.128106891666667,0.1250508,0.120475833333333,0.115123783333333,0.10984815,0.104939858333333,0.0998205016666667,0.0951630716666667,0.0926547033333333,0.0924672716666666,0.0931892383333333,0.0962057133333333,0.108116341666667,0.155567208333333,0.265390075,0.398711533333333,0.500081475,0.5563191,0.57945065,0.587725,0.590626691666667,0.592509991666667,0.594450766666667,0.597849158333333,0.602190141666666,0.606903566666667,0.609251775,0.608962866666667,0.610235416666667
